Date,Open,High,Low,Close,Volume
2020-06-25,57691.510119072926,57674.18290312796,57597.11177888232,57636.98314320833,3054293
2020-06-26,57523.85761398311,57504.7975879794,57367.721864446394,57370.77176589258,2124438
2020-06-29,57481.57547716298,57619.52057854146,57489.75401094281,57410.78490374836,3009180
2020-06-30,57351.330567167235,57419.46497121522,57294.41621188973,57361.388132173895,4356397
2020-07-01,56908.61662106113,56923.52820856206,56865.43060330928,56925.176166326215,2507708
2020-07-02,56902.621959669355,56947.4867130868,56866.00747313009,56933.829308859895,1803027
2020-07-03,56676.7326806617,56599.41142866574,56399.33959074762,56604.74390715075,939844
2020-07-06,56762.99187863316,56777.51289706755,56731.13913554217,56796.55611092653,787249
2020-07-07,56499.3597500836,56639.68506621971,56435.08436728074,56435.63629974425,1897955
2020-07-08,56960.740245719746,56948.35870442126,56875.93218643008,56972.34171008772,1270802
2020-07-09,56751.29388745977,56709.51273002967,56679.93261320335,56611.01945033418,4958795
2020-07-10,56605.05281765898,56676.57272557716,56563.782725975034,56550.754348076895,3347534
2020-07-13,56775.21530753691,56867.099537181515,56826.4179411158,56749.70483518811,4479810
2020-07-14,56490.78200759215,56485.11059547354,56399.41893762489,56457.05534497102,4842486
2020-07-15,56506.467745696165,56661.91888926784,56524.590266392974,56536.72252952244,3519579
2020-07-16,56904.747582583,57041.28979743552,56828.82470096025,56936.883491281806,1207161
2020-07-17,56478.25164723987,56481.539836140386,56417.5289427861,56452.02761394647,4819230
2020-07-20,56566.23775743349,56514.882243671476,56436.98450062678,56457.945937321216,581147
2020-07-21,56583.352020973136,56587.46477172892,56565.69760423545,56572.776399915674,2092063
2020-07-22,56832.27695429947,56848.4514670007,56764.342286909865,56741.96297023924,4533743
2020-07-23,56530.86083763786,56459.40183928807,56426.20134173094,56513.91153916271,2717939
2020-07-24,56061.65076545524,56102.69285130295,55983.049355402705,56034.43180283591,988633
2020-07-27,56336.27973187491,56285.33864961152,56183.899105829965,56181.7512702137,3396355
2020-07-28,56323.566460417416,56338.880763808855,56225.872211695016,56374.73799455805,3771335
2020-07-29,56282.400695281816,56414.505904135134,56326.13721399767,56308.326506562145,3532954
2020-07-30,56512.04037714392,56530.675399264896,56461.120314578235,56418.0939403871,667071
2020-07-31,56289.42379885929,56333.04075976853,56249.55878047854,56215.55486337172,2275823
2020-08-03,56404.529626467585,56384.25242980502,56256.79571620805,56336.64841967847,3165880
2020-08-04,56461.62279831655,56445.685297415715,56354.184726770254,56449.545312234935,2914551
2020-08-05,56206.73550614596,56271.082386228016,56173.617865864115,56250.642078751036,572219
2020-08-06,56712.175746874105,56775.74353821783,56724.05966819581,56901.99042456332,3307501
2020-08-07,56905.089372097806,56947.37239881199,56807.90959921067,56803.06891225207,2346252
2020-08-10,56515.62346309085,56594.29956087345,56548.006165265615,56588.58626525754,4264610
2020-08-11,56726.089395901225,56768.868229231426,56723.89950842118,56727.25903976285,3292063
2020-08-12,56492.139987544295,56477.12122748489,56454.791235329554,56433.39030987883,866042
2020-08-13,56782.331673663575,56751.09693270382,56673.41828216511,56667.84784203331,2764381
2020-08-14,57066.14869863937,57058.78931356633,56905.89314189607,57000.976638607826,1837900
2020-08-17,56740.416273540955,56908.61370756318,56773.02614096163,56884.43666837289,1365048
2020-08-18,57111.45339882702,57123.604027715955,57067.82992764123,57131.33813176671,1776137
2020-08-19,57272.88911782924,57232.99882803283,57168.70127176277,57214.217342424825,3159245
2020-08-20,57429.18644627933,57477.60817416998,57410.80161427253,57527.22637911965,3003821
2020-08-21,58022.01262795785,58045.618307502446,57911.20625915541,57953.08703802655,1738669
2020-08-24,57955.83146122709,57959.42054548084,57821.28221294501,57888.561794924084,2691951
2020-08-25,57689.73128652927,57762.5371084494,57637.194477337194,57620.07781557365,1424914
2020-08-26,57494.535894987916,57523.338068485,57446.419545334255,57427.15114628956,1105750
2020-08-27,57211.331380375705,57262.86235368547,57157.20784674204,57225.463714141326,679340
2020-08-28,57215.22489717721,57278.4723348591,57188.66217109775,57199.39120387848,4736343
2020-08-31,57252.21925853675,57369.536976283875,57216.82497990507,57304.06096297985,3354414
2020-09-01,57357.72819220969,57413.7053117095,57352.48576970716,57309.04826567255,1596376
2020-09-02,57663.875149828054,57652.39057418382,57550.85265217422,57667.91381906736,2900057
2020-09-03,57613.01499189545,57685.556374133856,57532.22134939106,57643.63802541199,3296175
2020-09-04,58154.0650652089,58158.445039144724,58059.77322743548,58104.36958672053,3555068
2020-09-07,57968.338013395114,58020.24828059904,57972.81072952215,57893.681713796344,741324
2020-09-08,58815.60480894033,58817.07043606071,58717.937938669595,58819.94511559262,4159248
2020-09-09,59038.70031857589,59033.72283959072,58919.833910035624,58932.68251498636,3967766
2020-09-10,58664.0052234107,58773.94312377493,58693.2391472226,58715.05734742978,733229
2020-09-11,58325.61532003997,58442.565608189056,58372.36312768661,58440.37400557083,1337876
2020-09-14,58482.11466948347,58623.26636683128,58549.14563031687,58562.952165524766,3548925
2020-09-15,58554.48785478558,58493.55939154045,58486.299122037315,58448.78165062525,1588894
2020-09-16,58677.96589054722,58764.948802235194,58600.543267540554,58705.872455651064,3289530
2020-09-17,58975.440049497316,58887.64903214079,58793.01149221647,58770.95331945172,624078
2020-09-18,58797.469031483975,58950.692065852236,58731.10630894793,58883.19478121176,539759
2020-09-21,58580.870861156174,58596.81737306799,58509.609912795386,58561.379095021504,3450161
2020-09-22,58194.29462621896,58138.26664233399,58112.80435817766,58173.11662580333,1532203
2020-09-23,58083.539287378415,57996.10305911303,57966.216000874556,57956.908058615656,1391111
2020-09-24,58343.22946009932,58428.66663774613,58219.55730587294,58213.97548184717,2882778
2020-09-25,58364.80071603622,58328.86840622632,58209.421567498604,58266.17306517467,3517721
2020-09-28,57981.86389718354,58000.944592671905,57916.63609044738,57974.46946747762,4943131
2020-09-29,58012.24139610837,57989.29754594455,57966.38610219888,57947.14349078189,745256
2020-09-30,58137.1283163753,58222.54750590962,58017.988152477024,58130.44003418773,2618670
2020-10-01,57805.493745890206,57838.695014157405,57778.637027767414,57813.93041182317,910275
2020-10-02,57838.260619319175,57937.484487480346,57770.055320575506,57780.37239849571,2329210
2020-10-05,57896.46445615354,57960.710498313296,57789.50088034205,57868.11747563476,1094091
2020-10-06,57545.232858548654,57592.20990889659,57439.667140497004,57494.78667895676,571524
2020-10-07,57638.41689531302,57669.251911885054,57634.99100690275,57662.773433963506,2067431
2020-10-08,57864.133028062686,57873.80270458816,57812.324743342084,57769.79326890613,1376004
2020-10-09,58201.994289070964,58275.948623272176,58021.928316659636,58200.52778367817,2474760
2020-10-12,58474.7899885675,58492.85663788117,58438.53401403647,58465.81585123526,3332761
2020-10-13,58130.94533791855,58185.34782690933,57984.282376693904,58048.18903412785,2592195
2020-10-14,57718.63686618457,57832.71194523952,57733.1860777151,57808.515928780624,2260828
2020-10-15,57920.548929089855,57963.976572967316,57920.62013444862,57978.42724875764,1670407
2020-10-16,58048.52657129736,58110.17900763973,58017.3222743144,58083.36274973902,1268976
2020-10-19,58145.55516236567,58266.44780409446,58224.349758621276,58200.32197824186,1743517
2020-10-20,59390.567406123606,59529.63852096993,59373.16407467766,59306.00295961013,1724858
2020-10-21,59559.88121820452,59585.49043121424,59489.2822364045,59531.666105771925,2392608
2020-10-22,59982.31077283997,59965.799343660765,59844.98549940567,59875.77767334547,1132899
2020-10-23,60224.37939895357,60196.26161756902,60066.928063441235,60198.191687375445,3783287
2020-10-26,60337.046848901104,60486.61947939381,60336.79211768414,60370.99884606066,4492852
2020-10-27,60386.38004504217,60297.343728265885,60177.74083908145,60328.07206532804,3183552
2020-10-28,60582.41786764972,60640.65356901133,60504.35189895178,60490.717019309915,1448614
2020-10-29,60318.6235036856,60376.8010385996,60289.35846298213,60286.66656016952,3884768
2020-10-30,60207.14883154768,60222.81331714579,60143.54747527408,60277.67240865001,3354891
2020-11-02,60024.892010305266,60139.465421535504,59983.83150260573,60089.95523283919,3637358
2020-11-03,60078.81587515378,60123.0817053831,60089.669334737795,60094.42433687291,4885500
2020-11-04,60846.26121494459,60911.09479503726,60764.64677021288,60761.726561862626,4391386
2020-11-05,60325.8735414786,60296.356845350936,60227.729794785315,60199.98265634612,2262204
2020-11-06,60514.68445970782,60546.92449708979,60413.86525631797,60394.99162064662,2559636
2020-11-09,59929.26505084801,59972.88703766537,59891.31626385644,59926.65717864818,3880795
2020-11-10,59756.14709053605,59829.16484075675,59811.83187207091,59849.91125413771,4042140
2020-11-11,60145.857453636265,60159.80181502995,60095.491100429084,60127.71872772609,4436906
2020-11-12,60069.6751787412,60291.38670828945,60043.41196576037,60090.60849355028,2778569
2020-11-13,59850.93209934979,59948.59083771589,59808.082040782014,59923.18217829354,4612452
2020-11-16,59612.80247154763,59775.49721720393,59598.36690094222,59636.180860419816,843275
2020-11-17,59800.76010044955,59835.195090270965,59717.73816778666,59753.71475551731,1570639
2020-11-18,59525.21678266448,59625.64565024012,59420.800826449784,59582.85948966578,4110680
2020-11-19,59695.56951823089,59776.054491361865,59642.7032118563,59675.43383204383,4666932
2020-11-20,59656.92602289047,59786.94647470184,59676.9233686839,59768.79066953843,1725619
2020-11-23,59429.585118806295,59569.82552918057,59452.04617334778,59432.67533767887,4828974
2020-11-24,59987.65107672533,60146.438476852796,60114.21707309636,60180.06622335721,2607716
2020-11-25,60320.06414883228,60398.25107101911,60317.21163304103,60391.414215433426,3363564
2020-11-26,59802.50969792102,59755.11779595924,59634.95250054316,59682.4644028338,4162667
2020-11-27,59852.896373245756,59828.44178269184,59763.80565174023,59755.95773157535,2909021
2020-11-30,59548.44266025853,59613.84874133515,59519.01284313293,59519.482010719155,4256150
2020-12-01,59796.91687050862,59864.766062747134,59757.71583679956,59816.85441647269,2703092
2020-12-02,59612.70996480065,59627.650067641654,59574.072076750665,59587.44175327975,3183525
2020-12-03,59504.93104759742,59613.183693381456,59517.99275169977,59587.83281946095,2090726
2020-12-04,59721.436098241946,59783.68689876534,59672.92775381747,59760.85567680199,1820985
2020-12-07,60004.37707542124,59981.510961392974,59920.58517951718,59928.66825827092,4880655
2020-12-08,59667.33080057948,59691.241280046655,59600.09236327227,59507.61788617397,2135335
2020-12-09,59500.62606480899,59541.557514148924,59504.735763584926,59504.57152966917,3736808
2020-12-10,59352.96648777585,59413.40449763703,59329.56228280902,59377.827051783126,3070202
2020-12-11,59123.25227617476,59183.288129275206,59148.34620278091,59179.62228989684,956195
2020-12-14,59655.44365989492,59779.36844218216,59568.242492732985,59680.45401522146,2039998
2020-12-15,59806.95824629012,59831.86972505193,59787.98801903401,59824.51979586839,4024756
2020-12-16,59458.3852799255,59477.20200520722,59384.44971188462,59515.7892450023,2180871
2020-12-17,59761.05482001278,59749.24695428428,59694.5592631541,59734.46229714925,2449428
2020-12-18,60311.8635002709,60429.18289829346,60334.775609628894,60333.354026554756,2247888
2020-12-21,60736.39645441823,60709.45719170126,60592.715670556834,60636.75213511545,2028362
2020-12-22,60192.39485613192,60234.553547723175,60156.11291027593,60197.458418300164,1528520
2020-12-23,60059.61244960675,60082.22740730389,59952.68458904717,60142.5178124157,3916356
2020-12-24,60403.39357512277,60499.45516497147,60429.50998071338,60431.58912360385,1873368
2020-12-25,60107.241306380885,60290.520983954375,60194.56114280712,60227.46360216849,4201339
2020-12-28,60405.80141765645,60399.03636138261,60293.96190545567,60337.48346929158,1381037
2020-12-29,60630.831558721824,60680.01799904143,60581.71287195429,60648.938531739295,4126307
2020-12-30,60301.84384453786,60360.521764685785,60281.5048270865,60413.902085131005,3901268
2020-12-31,60301.40215143647,60330.13968482384,60297.40241626548,60320.5832680468,754547
2021-01-01,59351.469374439715,59471.76430485665,59304.18373846647,59329.81105874378,2868403
2021-01-04,58940.2288283099,59059.27936230023,58891.417582258146,59020.19526281294,2063332
2021-01-05,58916.13304186896,58944.75980103724,58918.58415542725,58823.37033629699,3177221
2021-01-06,58607.96395512791,58631.928560335546,58548.76631672169,58605.50826436106,4590602
2021-01-07,58995.259641167846,59123.52955856158,59022.32917694437,59064.6824331261,1836371
2021-01-08,58643.60959554645,58675.67626789094,58569.686518546034,58650.348801471155,3091661
2021-01-11,58429.08926269785,58517.37184391187,58455.97481718978,58461.34524322484,523446
2021-01-12,58559.46202523653,58549.2535574033,58502.62742610834,58516.917682166,1717756
2021-01-13,58966.74043871981,59125.198699167435,58943.35920700639,58947.971266009525,3125263
2021-01-14,58457.00727668558,58686.21287816531,58373.3285624118,58588.84501668451,2741678
2021-01-15,58944.9499608502,58929.193555577345,58836.58995258804,58867.77500129719,3256444
2021-01-18,58853.053332593314,58921.82097245697,58860.61914004014,58993.91592753871,705162
2021-01-19,58554.81769426812,58787.65565510961,58590.91170520105,58616.87343706959,4966958
2021-01-20,58743.98981825937,58768.942470728434,58706.25543898814,58670.17722539803,3263049
2021-01-21,58851.111134541294,58830.51661702608,58775.23071023302,58787.251952407256,2703087
2021-01-22,58562.823112973296,58710.79784839681,58523.72749834585,58581.030447814395,3452718
2021-01-25,58637.63882191163,58661.50635623913,58464.707384481764,58524.83570592823,2851130
2021-01-26,58540.401575377226,58545.76997929256,58351.875659446996,58598.93429736639,876924
2021-01-27,58587.671234299225,58562.90395374219,58518.30448189536,58588.17308104707,887688
2021-01-28,58760.47723405625,58900.79480987889,58674.84414316432,58778.31552218735,3113556
2021-01-29,59209.108809181824,59281.23470630021,59117.8648389236,59235.73038415097,4514398
2021-02-01,58814.7360404555,58871.19330686988,58645.58128770937,58787.014673053316,2935016
2021-02-02,59500.33275803713,59531.60436866204,59456.04300544947,59471.844706907046,1570648
2021-02-03,58856.792273428786,59185.23586347861,58893.34321836887,58952.48826276726,4775319
2021-02-04,58718.79617134266,59010.751601282296,58788.549107041435,58812.302694028265,4919379
2021-02-05,59063.18684767065,59162.08762294604,58972.3710854123,58914.77039165022,4390026
2021-02-08,59170.853159837585,59145.777744141305,59057.77435740885,59114.30111739423,4871078
2021-02-09,58820.69994006,58958.959585145305,58931.10908961392,58931.75868413572,1051556
2021-02-10,58825.92335149441,58879.595743900994,58832.5678173971,58883.188057550644,4345066
2021-02-11,58759.46731938252,58758.20614967013,58693.92513200398,58764.93553850799,4413982
2021-02-12,58654.57495273458,58591.58848422571,58351.87631284569,58583.58046986056,4688136
2021-02-15,58807.62049373908,58829.64641984542,58746.60117779636,58819.5192986175,3043951
2021-02-16,58877.28530708336,59019.887612911836,58834.861676881046,58973.46202354915,3200840
2021-02-17,58696.667753511385,58758.35311729315,58687.86872808055,58629.86408652596,4990741
2021-02-18,59044.43635915401,59004.826146538566,58938.02919510229,59000.92162892047,4281597
2021-02-19,59035.58418550336,59146.98724819241,59012.033329866885,59099.20931262643,4801313
2021-02-22,59271.781429778755,59343.241930170974,59181.58745609506,59249.76291580726,2361317
2021-02-23,59476.492506579256,59588.63012786874,59497.4452793452,59425.486152254234,3406868
2021-02-24,59204.264748998794,59289.40463550287,59212.84762978691,59214.63407308795,4558961
2021-02-25,59090.01038315238,59108.96862062732,58953.91154679331,59050.79979522688,3746532
2021-02-26,59389.2988718131,59359.23188818971,59274.34133091308,59345.73592206474,4763304
2021-03-01,59507.32999217546,59544.230558014315,59468.46392621498,59460.4490893351,4778483
2021-03-02,59472.2878752241,59532.891092045735,59358.63515485105,59442.08812441636,4625339
2021-03-03,59505.51320187728,59649.5063836538,59352.66683102114,59489.52207848833,2400057
2021-03-04,59825.24369362475,59915.692710244526,59844.26902775486,59959.33485076729,2364273
2021-03-05,59770.087306266185,59772.73765374188,59725.54259685346,59726.583986127676,4120434
2021-03-08,59886.1691719092,59896.92575952756,59807.56514347395,59881.09848049199,1284514
2021-03-09,59820.379240350136,59920.11426076008,59733.265033801785,59823.902961094616,1572456
2021-03-10,59923.75425345375,59814.41714219412,59727.705725294494,59828.70189177783,2419587
2021-03-11,60108.66957607595,60145.88230255907,59962.91468181959,60056.2733443275,4039199
2021-03-12,60303.76728284931,60354.985646082234,60311.97744276906,60407.13224990107,3322704
2021-03-15,60564.09184634399,60589.90289855186,60566.04902076289,60595.93454110034,2769590
2021-03-16,61034.475653760404,60983.47604221195,60976.45444264286,60969.032399201795,3017793
2021-03-17,60989.01804131728,61001.011348540254,60873.39281879157,61108.399545687105,3366792
2021-03-18,61116.02651326301,61196.07644519741,61093.05030667915,61135.158437688944,3979566
2021-03-19,61140.82183192961,61109.89030802278,61052.10035041449,61077.176097222495,4044750
2021-03-22,61158.70308667043,61302.57855497673,61156.796463000566,61130.48872898918,2653883
2021-03-23,61246.73226344794,61222.048852630134,61043.65497317708,61200.69047316388,2548613
2021-03-24,61236.16856742062,61243.00698560967,61099.60398761934,61266.62561081747,2846243
2021-03-25,61338.34717698303,61392.601038587636,61260.25715382041,61444.20941083619,4765630
2021-03-26,61179.297884882675,61177.4939247719,61090.93590656887,61176.44450445322,837850
2021-03-29,61746.356025027926,61809.8342885782,61641.23396617857,61733.08222611176,4179020
2021-03-30,61483.79671880775,61502.48131052873,61435.68188891755,61422.89598617715,1993156
