Ticker,Ret_12m,Ret_6m,Ret_3m,Ret_1m,Mom_Quality,Vol_126d,RSTR,Target_Next_1m,Close,RS_Rank,XGB_Score,Inst_Score,Momentum_Status
VRSK,-0.1671377443868981,-0.25881289974117816,-0.19830040495835344,-0.12803044102394023,-0.03910730336295787,0.2692995983283574,-0.6206386694387371,0.029457666468405197,217.60000610351562,19.400000000000002,0.032511447,-0.15712086940571943,Weak
CTVA,0.019744737858384598,-0.0003397861931168089,-0.13095313133859898,0.003741708202139371,0.016003029656245227,0.2548891987143239,0.07746400380235104,0.08132887115506748,61.535396575927734,48.4,0.031790696,0.00418494780149898,Weak
GOOGL,0.6957852363306762,0.7487465091805743,0.4896196208126975,0.14936716211314227,0.546418074217534,0.2877181087719912,2.4182879530953234,0.11869405413563139,281.4800109863281,95.39999999999999,0.031125532,0.7683909037574375,Strong
GOOG,0.6819163429836617,0.7353100110733504,0.4854012632497058,0.14808178547101503,0.5338345575126466,0.2825512427673201,2.4134253889841046,0.1178432136926606,281.8999938964844,95.19999999999999,0.031125532,0.7572454019456392,Strong
ICE,-0.09763299182090845,-0.12587588369687042,-0.1932010740180744,-0.08681748137098311,-0.010815510449925347,0.16394025324254932,-0.5955400817666214,0.056692687360140104,148.52000427246094,30.8,0.031047165,-0.11053859858779888,Weak
UHS,0.0737241546849976,0.2550043117953895,0.34330062640389314,0.07459094742254435,-0.000866792737546751,0.2977894002004703,0.24757145363591476,0.09573694744705796,218.51046752929688,57.599999999999994,0.030918214,0.10956799472053064,Weak
BAX,-0.4558094353105644,-0.3673992724998949,-0.12138308370896811,-0.17979451005649838,-0.276014925254066,0.4755445730329126,-0.9584999202146666,-0.003648489259909793,19.14986801147461,2.0,0.030268963,-0.34707711004478203,Weak
LULU,-0.4536645652465783,-0.3744601621203695,-0.13091603640862426,-0.05378162222137439,-0.3998829430252039,0.5230697345417475,-0.8673118234302469,0.08564456031267342,168.02000427246094,2.1999999999999997,0.030268963,-0.4146445842230833,Weak
BG,0.09588146503016026,0.23349724135711414,0.23043375841127522,0.15335191910707047,-0.057470454076910205,0.3575533267677621,0.2681599019002756,0.02089711098496827,94.44634246826172,59.8,0.030047843,0.0620765418564318,Weak
TTWO,0.5725038804310847,0.0748820034335358,0.14597876816097144,-0.01025839929443928,0.582762279725524,0.24913759880892022,2.29794251517281,-0.013608681296061409,252.77999877929688,92.60000000000001,0.029921735,0.6090258968553997,Strong
LII,-0.18372699560544115,-0.10582791774359146,-0.17980621277692477,-0.07703049064396938,-0.10669650496147176,0.32903566452048594,-0.5583801861515295,-0.012568361184699395,495.69000244140625,16.400000000000002,0.02973698,-0.15900212641844677,Weak
CSGP,-0.06284481661115648,-0.09062421357362704,-0.2638477747047824,-0.1657882536025994,0.10294343699144293,0.27962379205404314,-0.2247477446375894,-0.02326253246381904,69.63999938964844,35.4,0.028848361,-0.005218332454096839,Weak
CTRA,0.019231950257982522,-0.04281552957279677,-0.003607639290456599,-0.023372263154620043,0.042604213412602565,0.2827400409334321,0.06801990335182298,0.16148857965682994,23.202983856201172,48.199999999999996,0.028352335,0.023440648539138825,Weak
MRNA,-0.48649635435363814,0.041065433770089976,0.019380541796189643,0.01956518118533279,-0.5060615355389709,0.5824563659206049,-0.8352494415349095,-0.14143566554946008,28.139999389648438,1.4000000000000001,0.0278178,-0.3770107245432366,Weak
TPL,-0.14390390270519315,-0.2868765775297396,-0.005034005171805522,-0.030773010517736954,-0.1131308921874562,0.36893959240213103,-0.39004732934258524,-0.07881169751843065,926.7811889648438,22.8,0.027600924,-0.16476198426986072,Weak
ZBH,-0.029897557193696134,-0.017260615418932868,0.10134309639674766,0.006775186298721314,-0.03667274349241745,0.294110538020578,-0.10165415151362,-0.04821208859048387,99.55999755859375,40.8,0.027420642,-0.025486874690924276,Weak
CTSH,-0.02208624275507798,-0.032458025201824725,0.027215190908570497,0.08507438808684897,-0.10716063084192695,0.23812492970085794,-0.09275065312491053,0.07727861313914319,71.87555694580078,41.4,0.027420642,-0.07734152976715511,Weak
CB,-0.03177003413230417,-0.01515944979317907,0.039865384837054485,-0.011904360399134895,-0.019865673733169276,0.17726145457364534,-0.17922697412541505,0.05689422233733965,278.05999755859375,40.2,0.027420642,-0.02888745312737344,Weak
CAH,0.7368923745809453,0.31272695887349045,0.22089780784374846,0.20205157438092392,0.5348408002000213,0.319186646971077,2.308656648308093,0.09565952387497378,189.83999633789062,95.8,0.026778284,0.636405317509895,Strong
ALL,0.03372958795614567,-0.017655663775255737,-0.03475825468060345,-0.08923480393922556,0.12296439189537123,0.23648460753234538,0.14262910515870372,0.09959696401503226,190.97906494140625,49.6,0.026535379,0.08103458742998161,Weak
GDDY,-0.20737959536247308,-0.341131225506197,-0.19000449367287353,-0.04115596242583586,-0.16622363293663722,0.29586879667431565,-0.7009174258776295,0.009468238897451853,126.73999786376953,13.8,0.026328111,-0.2570526168182721,Weak
CPAY,-0.2476100852793931,-0.20966990601645097,-0.19405813868812027,-0.10966796990500771,-0.1379421153743854,0.313961000368637,-0.7886651048654513,0.1618430941712623,255.0,10.0,0.026008403,-0.22297157478327861,Weak
MTD,0.06339384906747125,0.3032709941871663,0.15016332052300085,0.06759863167523239,-0.004204782607761137,0.32637913723655215,0.1942337663008308,0.06614327812343923,1377.010009765625,56.00000000000001,0.025932178,0.09257103795515975,Weak
CVS,0.39416883640598943,0.12541652083818966,0.23766527153120243,0.005814301960064272,0.38835453444592516,0.27318671691261975,1.442855058476604,0.031425165679922484,76.69000244140625,86.6,0.02561598,0.42614805783597365,Strong
NOW,-0.010920642671130909,-0.024291475791767048,0.02221201227845504,0.02438543250288161,-0.03530607517401252,0.27134337649722695,-0.04024657912091145,-0.12047972165231136,934.6799926757812,42.6,0.025536895,-0.02784539694700656,Weak
WAT,0.05342380759160248,0.0031302324730149156,0.18115117212687903,0.07219910732671897,-0.01877529973511649,0.3703816304519939,0.14423989528424216,0.1600758694239226,342.8999938964844,54.400000000000006,0.025060914,0.021899973394645212,Weak
HWM,0.9763039181943454,0.3648023247155836,0.09575292994304441,0.0355144495771198,0.9407894686172256,0.26377620717451816,3.701258459404599,-0.014442223312861935,201.65231323242188,97.39999999999999,0.024832599,1.0171352850482165,Strong
NFLX,0.45370565195614243,-0.03923349176777646,-0.06007249307618956,-0.06994615311437513,0.5236518050705176,0.27710077355628315,1.637330874733153,0.0021119901222812487,108.9000015258789,89.60000000000001,0.02456388,0.46407022285445154,Weak
TDG,0.042470655391899204,-0.026661981258245038,-0.11927340192913871,0.004105139621668474,0.03836551577023073,0.27342636590468145,0.15532757878479359,0.03730072592274003,1306.1400146484375,50.8,0.023740388,0.021292330896054916,Weak
AIG,0.031039162912722906,-0.021967678664355006,0.02142155570516424,-0.01820689301048206,0.04924605592320497,0.20551892246688405,0.15102824859216724,-0.020207210406966047,78.19000244140625,49.2,0.023740388,0.04239907825078513,Weak
SPGI,0.016128831422316692,-0.011196994600017884,-0.0975572200097361,0.020553513396568635,-0.004424681974251943,0.2033079470007602,0.07933202641732634,0.009507743734059826,490.6054382324219,47.4,0.023312014,-0.006716727463795719,Weak
SW,-0.1774203041491923,-0.09220660784828638,-0.17928234038490642,-0.15518047246984124,-0.022239831679351063,0.37802175742799354,-0.46933886916016393,-0.010821292445650665,36.040000915527344,18.2,0.023233697,-0.09664734153177496,Weak
DASH,0.6565822221620861,0.29495418591287104,0.023032015623623447,-0.05070246069909923,0.7072846828611853,0.34628035184442746,1.8961001358144258,-0.1908529306699549,254.07000732421875,94.6,0.0230391,0.6752748620430903,Strong
AFL,-0.006182389147450507,0.04343170257756768,0.09514620546874353,-0.03530475166729696,0.029122362519846456,0.16710418480497305,-0.036997213173721295,0.030714180553564674,106.28553009033203,43.6,0.02263226,0.031974657256923625,Weak
MSCI,-0.008438635384529158,0.07465551048943797,0.049518094275093905,0.05528513405392954,-0.0637237694384587,0.28237735218894916,-0.029884249990709433,-0.037242296468637526,581.3092651367188,43.2,0.02263226,-0.021339775136749176,Weak
O,-0.0005959774182507926,0.036808303852637,0.032983370353205865,-0.04217667022975724,0.04158069281150645,0.1509741672487671,-0.003947545657057827,0.0010870705762018318,57.367637634277344,44.6,0.02263226,0.03521365892704607,Weak
TSCO,0.018700343978614642,0.08385173233531451,-0.05738689418544418,-0.03218881370756954,0.05088915768618418,0.2291754615355063,0.08159836944723414,-0.00417158298640341,53.88478469848633,47.8,0.022456812,0.04972498860495241,Weak
SYY,0.02192321473544956,0.07931448698356647,-0.05874333093574835,-0.09215671748143972,0.11407993221688928,0.180290068372606,0.12159968063321595,0.016198216376174246,74.69999694824219,48.6,0.022456812,0.0905964916965936,Weak
CF,0.035254258494320956,0.052320114617148805,-0.09023111939752326,-0.04188365818236395,0.0771379166766849,0.31315045474113434,0.11257929841891455,-0.030600524554999953,82.31900787353516,49.8,0.022456812,0.05898159083157983,Weak
PANW,0.20474679506480187,0.17179362895806327,0.2625520482858399,0.055464221718760864,0.149282573346041,0.2987822003042765,0.6852710598432236,-0.13991848603621937,218.27000427246094,73.0,0.022446224,0.2187105806121436,Strong
COR,0.4730309495314833,0.17930774802582583,0.18553009942600251,0.09442858170938306,0.3786023678221002,0.2386878312524454,1.9817975095311315,0.05715610568755203,340.6497802734375,90.0,0.022424266,0.4797557311941387,Strong
AJG,-0.0763799710119547,-0.17164152609693206,-0.07591038368095127,-0.14324482763265756,0.06686485662070285,0.23347976974008114,-0.3271374264973102,-0.06079453783915323,262.0299987792969,33.800000000000004,0.022365978,-0.03451417226479085,Weak
EQT,0.4244702020852238,0.047791783664765,0.005174191878512424,-0.06606125565988874,0.49053145774511253,0.33534673943936877,1.265765108659924,0.15727984703583786,52.2950439453125,88.0,0.022040505,0.43097116143386416,Strong
T,0.16624030317098892,-0.08845999215646438,-0.10105567406922844,-0.09452968184537125,0.2607699850163602,0.20453290376942396,0.8127802427251343,0.04497571299133152,24.68000030517578,69.19999999999999,0.0216916,0.2099424494441138,Weak
KR,0.16908830531525254,-0.08449401862641381,-0.07844068224338041,-0.016238190417453002,0.18532649573270554,0.25659086720736124,0.6589802168547394,0.037907677836610754,65.0828628540039,69.8,0.0216916,0.15235104717547646,Weak
TMUS,-0.06215945753791785,-0.1410013211612412,-0.10880082780946754,-0.09693046684745898,0.034771009309541134,0.22071439087782055,-0.2816284760168949,-0.014223962845141935,209.61151123046875,35.6,0.021626031,-0.046380589029159806,Weak
COST,0.03809613318252647,-0.0764580360026611,-0.033952105233809426,0.0030958527007356462,0.035000280481790824,0.17580806587135236,0.21669161192185193,-0.007530888552786386,918.8800048828125,50.6,0.021620743,0.023982511757346524,Weak
BRK-B,0.04368688347821448,-0.09752370360001883,0.012012504694552728,-0.03950225353503434,0.08318913701324882,0.15151701368094683,0.2883298872970599,0.06275599654926611,478.5199890136719,51.4,0.021620743,0.06044298068710678,Weak
ECL,0.01266520720674702,0.022682390929617213,-0.01260854135236833,-0.04675386804742376,0.05941907525417078,0.18306596835842515,0.06918384296282634,0.06129902323573444,257.1000061035156,46.6,0.021511504,0.04584545349947171,Weak
DRI,0.13192806496620024,-0.09486333178531148,-0.1171882104543196,-0.066302547647211,0.19823061261341124,0.2192582179083026,0.6017018026725672,-0.023905693489283508,178.1999969482422,65.2,0.021267055,0.14841706043280922,Weak
TECH,-0.12918191352480446,0.23213090933797198,0.11224497761050989,0.017356510111302015,-0.14653842363610647,0.443438690136413,-0.29131854391204526,0.04734274930603988,60.877872467041016,25.2,0.021126477,-0.05940422894422302,Weak
ROST,0.11649355136800499,0.1440749452384933,0.15680246831552314,0.031788580110885256,0.08470497125711973,0.2568010379502261,0.4536334911176804,0.12292017318584803,158.07000732421875,63.0,0.020864496,0.14068156774529084,Strong
AIZ,0.1101833332199249,0.11706291271798674,0.14339946273536652,-0.023220574290504392,0.1334039075104293,0.27002264222615474,0.40805220003603243,0.06530548201356257,211.61065673828125,62.4,0.020864496,0.15860009332699482,Strong
CNP,0.3408924044257482,0.019960447937614534,0.008338594534970989,0.01938704146471193,0.32150536296103627,0.15600373908323698,2.1851553458206694,0.011270809280267802,38.69388961791992,84.8,0.020855382,0.4162447013997087,Strong
BF-B,-0.43312637747820404,-0.2067265721356173,-0.06506473048022643,-0.03194189419732607,-0.40118448328087797,0.3956134164640225,-1.0948222670238814,0.11436067597808464,26.670000076293945,2.8000000000000003,0.02081855,-0.398044704146061,Weak
TSN,-0.10162706084431605,-0.13647146677175037,-0.012523216946630167,-0.056177696949913924,-0.04544936389440213,0.21584003644600774,-0.47084434620051596,0.14407188214296562,50.958335876464844,30.0,0.02065763,-0.10290066800570596,Weak
VICI,-0.03623371879462878,-0.03714196377479606,-0.09594723134174743,-0.1030081861247718,0.06677446733014303,0.15498339250980295,-0.2337909772644636,-0.0315040748900528,29.520000457763672,39.2,0.020573268,-0.000337533217494506,Weak
SHW,-0.034254009850374634,-0.011941242975547772,0.0152687442166215,0.01957682221864432,-0.05383083206901895,0.23021767915727728,-0.14878965844744443,-0.01613096092217914,347.0888671875,39.6,0.020573268,-0.04803883925960322,Weak
XOM,-0.000530911012714741,0.10439957372320774,0.055793832085020645,0.024109373914414256,-0.024640284927128997,0.19769830342200734,-0.0026854606414171236,0.025809633194974424,113.695556640625,44.800000000000004,0.020461706,0.011406580932724505,Weak
V,0.22260821079722048,0.010982964627221925,0.018526955064136486,-0.008049820130018426,0.2306580309272389,0.1929897845961074,1.1534714713688037,-0.04053434043571047,344.3479309082031,74.6,0.020347996,0.25779125412508175,Strong
ISRG,0.03746479499198241,0.024826998409271717,0.09707738219919104,0.20998084465358913,-0.17251604966160672,0.32342829943260337,0.11583647769136973,0.07046899024487763,530.02001953125,50.4,0.020344818,-0.0772528441260536,Weak
CI,-0.20035874848665636,-0.2554916980197319,-0.05293820556163509,-0.15275154714654626,-0.047607201340110095,0.37933620219928155,-0.5281825128343519,0.10712262471419876,247.10000610351562,14.6,0.020158792,-0.13777473224761114,Weak
MAR,0.008574966344771617,0.0806148504519586,0.029717966211047386,0.002331227695747229,0.0062437386490243885,0.2322907903878226,0.036914792577248653,0.15970964110092112,261.6517028808594,46.0,0.020001773,0.026532489158635958,Weak
LUV,0.015672731905860493,0.06483977852222278,0.015398884439175253,-0.06784382619349927,0.08351655809935976,0.36805568565109076,0.04258250182478616,0.15553340915398017,30.09000015258789,47.0,0.020001773,0.06887602919045656,Weak
NWSA,0.006009399128926507,-0.01809631650306498,-0.08661692400841936,-0.08531955632502486,0.09132895545395137,0.20454364523457405,0.029379544507651793,-0.036253742487473706,26.479999542236328,45.6,0.019923924,0.045454372021681066,Weak
REG,0.005152809964036997,-0.02289718612090952,-0.005742153718133913,-0.03745314309057701,0.04260595305461401,0.16382486200651747,0.03145316224244402,0.020896338968097616,69.38999938964844,45.4,0.019923924,0.023555235461017513,Weak
MET,-0.01991125856949638,0.060513106238288206,0.07776596564982974,-0.03380935390936779,0.013898095339871408,0.21089872974842883,-0.09441146750029071,-0.02904053077789137,78.59236145019531,41.8,0.019816335,0.01877692826653439,Weak
BRO,-0.21709232607753337,-0.25989473524293105,-0.1264359342635053,-0.13270806625521048,-0.0843842598223229,0.2547537009110371,-0.8521655438220482,0.011186180449990202,80.28195190429688,12.2,0.019736517,-0.2004696507505353,Weak
GEN,-0.01819365144038787,0.027663650671645,-0.09016873395138914,-0.07219067956988834,0.05399702812950047,0.2575080096720005,-0.07065275935906593,0.012020447114447164,25.96785545349121,42.0,0.019595087,0.021848797680983773,Weak
DOW,-0.48899965446769444,-0.1894663294287462,0.10802792807089778,0.03253796186526681,-0.5215376163329613,0.5085112251116531,-0.9616300099576474,0.01656140098607639,23.451608657836914,1.2,0.019475259,-0.43617604387420095,Weak
WMT,0.2474536548708306,0.05447606681225281,0.04039777315361204,0.0026481392201391785,0.24480551565069142,0.1848718261332775,1.3385146890496809,0.09097129137218718,102.2300033569336,77.2,0.019426333,0.29566976897319475,Strong
EXC,0.21417292712903202,0.028177245479185542,0.06311060286113102,0.04460715112543934,0.16956577600359268,0.16291539430495758,1.3146266995992204,-0.020842344646460398,46.66255569458008,73.6,0.019414417,0.24514864494402783,Strong
BSX,0.18652663001569003,-0.025390083192116664,-0.0459159832950935,0.049243623326478136,0.1372830066892119,0.18647901010289775,1.0002553633932634,0.004375086434736275,100.56999969482422,71.6,0.019403964,0.1727257253849208,Weak
CME,0.2038175571575005,-0.04241287970117125,-0.0591698605133949,-0.011096831666005613,0.2149143888235061,0.17842780338198633,1.1422970708279059,0.061242248426468304,262.8900146484375,72.8,0.019403964,0.2287787783853205,Weak
DE,0.14454044058325155,-0.023969977001089493,-0.06775647775637872,0.030283559522449544,0.114256881060802,0.23215120814737125,0.6226133464336582,0.0058012970675493936,465.4100036621094,66.60000000000001,0.019349037,0.11924582010399126,Weak
WMB,0.14050194134101202,-0.003446005823856013,-0.03584343944027524,-0.09530538272423061,0.23580732406524263,0.22381693620790463,0.6277538408018376,0.06629642078508224,57.619998931884766,66.4,0.019349037,0.19998623341053062,Weak
ATO,0.25287194411758485,0.09389743742206114,0.11835742407073813,0.023438371349759457,0.2294335727678254,0.1562326626714202,1.6185600359984327,-0.003715095344670849,172.36033630371094,77.8,0.019292781,0.33013137715202456,Strong
ROP,-0.18159912417498525,-0.20230879921907208,-0.18072647251602647,-0.10810619021834111,-0.07349293395664414,0.18729287096378539,-0.969599767682022,0.0004059374791585135,443.3999938964844,16.8,0.019220116,-0.19959014423760577,Weak
ACN,-0.300319470206482,-0.16648392245549437,-0.023965208263324267,0.022731907322283806,-0.3230513775287658,0.2713492190652346,-1.1067637166638857,0.03281842598106821,249.25,6.2,0.019190468,-0.34020050350107933,Weak
HUBB,0.05854131815553565,0.37831766818208523,0.10454996277294026,0.09173688141733494,-0.03319556326179929,0.2619657373993138,0.22346936945536985,-0.08657610212571665,468.4024658203125,55.400000000000006,0.01911991,0.08854812890216848,Weak
AES,-0.12902982714976818,0.4281597986082697,0.05971284904072416,-0.08783343375668651,-0.041196393393081676,0.5483704409366115,-0.23529683133428284,0.010546078437991158,13.843999862670898,25.4,0.019032843,0.043355725456449064,Weak
WRB,0.24968252803705404,0.014406975029633617,0.034337035421243334,-0.0513194875831382,0.30100201562019224,0.1829653774340412,1.3646435819643763,0.020128633253815087,71.54000091552734,77.4,0.018975526,0.323380666116604,Strong
DGX,0.14849030430034538,6.928795082528083e-05,0.03324797354988984,-0.03042555471497732,0.1789158590153227,0.21637488610140715,0.6862640437428275,0.045633025732352506,175.75,67.2,0.018942641,0.1793145747286304,Strong
BR,0.05001572835325119,-0.023387721747829437,-0.09313350297541523,-0.057971039001229685,0.10798676735448087,0.19265352571035127,0.25961491319109475,0.025113135980804557,221.0,53.2,0.018897323,0.07676265708469059,Weak
MCD,0.04278648644328542,-0.024767327090442715,0.004149863580790614,0.006355696502670982,0.03643078994061444,0.1460220016158426,0.29301397029092163,0.009792899399273969,300.6260070800781,51.2,0.018897323,0.04662139193345134,Weak
